id,来源,名称,分类,红绿灯地址,大图片地址,小图片地址,热量,碳水化合物,脂肪,蛋白质,纤维素,维生素A,维生素C,维生素E,胡萝卜素,硫胺素,核黄素,烟酸,胆固醇,镁,钙,铁,锌,铜,锰,钾,磷,钠,硒,度量单位
fd4e5f89,用户上传,Easy Fun 低脂鸡肉丸(原味),蛋类、肉类及制品,http://s2.boohee.cn/food/star/fd4e5f89-f60e86f0045ab7d02ed37f4daed74d2b.png,http://s2.boohee.cn/house/upload_food/2019/9/10/big_photo_url_9d70614359fe1ba2d7fd136aad5ba315.jpg,http://s2.boohee.cn/house/upload_food/2019/9/10/mid_photo_url_d4b0ea25cfe7ff454114f8f144e86a20.jpg,93,1.10,2.30,16.90,一,,,,,,,,,,,,,,,,,,,
maidanglaomaixiangyu,用户上传,麦当劳 麦香鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/maidanglaomaixiangyu-dbc1e6c1d586194e7ee19dd25e035495.png,http://s2.boohee.cn/house/upload_food/2018/12/11/big_photo_url_5b2690d1e36158f6c5fb15a7f7c41a49.jpg,http://s2.boohee.cn/house/upload_food/2018/12/11/mid_photo_url_12eb6e142a37ad3e34e6e1630405509f.jpg,253,27.50,10.40,11.50,一,,,,,,,,,,,,,,,,,,,
lianhuajizhijidangan,用户上传,联华鸡汁鸡蛋干,蛋类、肉类及制品,http://s2.boohee.cn/food/star/lianhuajizhijidangan-7ad5717c743fac340bb8ece187a216e8.png,http://s2.boohee.cn/house/upload_food/2012/12/10/1637087_1355130561.jpg,http://s2.boohee.cn/house/upload_food/2012/12/10/1637087_1355130561mid.jpg,122,4.00,4.50,12.50,0.00,,,,,,,,,,,,,,,,,,,
jidanbai_jidanqing,薄荷,鸡蛋白(鸡蛋清),蛋类、肉类及制品,http://s2.boohee.cn/food/star/jidanbai_jidanqing-6ec96584607f293b3bcf118ff0cd36e3.png,http://s2.boohee.cn/house/new_food/big/271891c26201499ab6a9c3135004f9b1.jpg,http://s2.boohee.cn/house/new_food/mid/271891c26201499ab6a9c3135004f9b1.jpg,60,3.10,0.10,11.60,一,一,一,0.01,一,0.04,0.31,0.20,一,15.00,9.00,1.60,0.02,0.05,0.02,132.00,18.00,79.40,6.97,"1个鸡蛋白(鸡蛋清)(30.0克)18大卡,标准(100克)60大卡"
xiapi,薄荷,虾皮,蛋类、肉类及制品,http://s2.boohee.cn/food/star/xiapi-08bbb74406a4233ca0df63564f074ad7.png,http://s2.boohee.cn/house/upload_food/2020/8/11/b_big_photo_url_0168898aa970830dc25f600ce8190062.jpg,http://s2.boohee.cn/house/upload_food/2020/8/11/m_big_photo_url_0168898aa970830dc25f600ce8190062.jpg,153,2.50,2.20,30.70,0.00,,,,,,,,,,,,,,,,,,,
kendejishunzhiyuanweiji,用户上传,肯德基 吮指原味鸡,蛋类、肉类及制品,http://s2.boohee.cn/food/star/kendejishunzhiyuanweiji-d9344f4c167dfbef849b7a236ebef4e5.png,http://s2.boohee.cn/house/upload_food/2018/12/9/big_photo_url_b741e4d62181a8a9ae6375b8c319984e.jpg,http://s2.boohee.cn/house/upload_food/2018/12/9/mid_photo_url_dab6f48380a31d5c9d3f68e99534a189.jpg,346,9.00,21.29,29.71,一,,,,,,,,,,,,,,,,,,,"1块肯德基 吮指原味鸡(150.0克)519大卡,标准(100克)346大卡"
zhuxue,薄荷,猪血,蛋类、肉类及制品,http://s2.boohee.cn/food/star/zhuxue-7bbbd36b1a169e63a237c56f165099e1.png,http://s2.boohee.cn/house/new_food/big/365b6422113c4edfaa4e01da56213a59.jpg,http://s2.boohee.cn/house/new_food/mid/365b6422113c4edfaa4e01da56213a59.jpg,55,0.90,0.30,12.20,0.00,,,,,,,,,,,,,,,,,,,
jidan_junzhi,薄荷,鸡蛋,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jidan_junzhi-6eaef0c5df15558dde88367563be00aa.png,http://s2.boohee.cn/house/new_food/big/b139c4ffb2e7443ea437a7349bf56206.jpg,http://s2.boohee.cn/house/new_food/mid/b139c4ffb2e7443ea437a7349bf56206.jpg,139,2.40,8.60,13.10,0.00,,,,,,,,,,,,,,,,,,,"1只(中)鸡蛋(60.0克，可食部分53.0克)73大卡,1只(大)鸡蛋(70.0克，可食部分62.0克)86大卡,标准(100克)139大卡"
KingFishertianranxierouguantou,用户上传,KingFisher天然蟹肉罐头,蛋类、肉类及制品,http://s2.boohee.cn/food/star/KingFishertianranxierouguantou-8e52122f390bbb5a443759b548343229.png,http://s2.boohee.cn/house/upload_food/2012/3/8/1309402_1331219397.jpg,http://s2.boohee.cn/house/upload_food/2012/3/8/1309402_1331219397mid.jpg,80,1.50,0.50,17.10,0.00,,,,,,,,,,,,,,,,,,,
jidanfen,薄荷,鸡蛋粉,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jidanfen-dbf4d91e0e09b3b5023a20933f512735.png,http://s2.boohee.cn/house/upload_food/2020/6/11/big_photo_url_dc37e89d1d016dd536e7c93b156437fb.jpg,http://s2.boohee.cn/house/upload_food/2020/6/11/mid_photo_url_32c44f1b3d9bd253acf140bbc42f8958.jpg,545,11.30,36.20,43.40,0.00,,,,,,,,,,,,,,,,,,,
tangshuixia,薄荷,塘水虾,蛋类、肉类及制品,http://s2.boohee.cn/food/star/tangshuixia-32ea6d17adc95f32ea29ae766add8113.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_3007b75f851d41b8da260f856b4c3114.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_1fb40a49e4bc3f0678cf27248c0b0565.jpg,96,0.00,1.20,21.20,0.00,,,,,,,,,,,,,,,,,,,
fd7a0fa9,用户上传,Easy Fun 低脂鸡胸肉肠(香辣味),蛋类、肉类及制品,http://s2.boohee.cn/food/star/fd7a0fa9-e2526d482fbfab108246303b9e48de90.png,http://s2.boohee.cn/house/upload_food/2019/6/12/big_photo_url_cc61bf6d158d816e58aab8866a8f6c7e.jpg,http://s2.boohee.cn/house/upload_food/2019/6/12/mid_photo_url_9446b81d966e307847712f9d25b57feb.jpg,136,4.90,2.50,23.00,一,,,,,,,,,,,,,,,,,,,
edanhuang,薄荷,鹅蛋黄,蛋类、肉类及制品,http://s2.boohee.cn/food/star/edanhuang-23e6b2e7b404d9625fdc7d0b124341e3.png,http://s2.boohee.cn/house/new_food/big/a071a7927d814e71a2c3dacd7c730c73.jpg,http://s2.boohee.cn/house/new_food/mid/a071a7927d814e71a2c3dacd7c730c73.jpg,324,6.20,26.40,15.50,0.00,,,,,,,,,,,,,,,,,,,
jiweixia,薄荷,基围虾,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jiweixia-337beda767fbcc4e99da29e7431839ef.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_3007b75f851d41b8da260f856b4c3114.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_1fb40a49e4bc3f0678cf27248c0b0565.jpg,101,3.90,1.40,18.20,0.00,,,,,,,,,,,,,,,,,,,"1只基围虾(15.0克，可食部分9.0克)9大卡,标准(100克)101大卡"
nianyu,薄荷,鲇鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/nianyu-6fef67806f1466e737e91c5f5a617391.png,http://s2.boohee.cn/house/new_food/big/f215233d271640e28a00a4ee2cfb72de.jpg,http://s2.boohee.cn/house/new_food/mid/f215233d271640e28a00a4ee2cfb72de.jpg,103,0.00,3.70,17.30,0.00,,,,,,,,,,,,,,,,,,,
tongrongboqiezhiqingyuguantou,用户上传,同荣蕃茄汁鲭鱼罐头,蛋类、肉类及制品,http://s2.boohee.cn/food/star/tongrongboqiezhiqingyuguantou-1a49b87b39f3727e4924045659c4e45f.png,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214968283.jpg,http://s2.boohee.cn/house/upload_food/2008/7/2/74067_1214968283mid.jpg,164,4.40,9.80,14.50,一,,,,,,,,,,,,,,,,,,,
shazuanyu,薄荷,沙钻鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/shazuanyu-69e67a217fd222de36ad45f061790393.png,http://s2.boohee.cn/house/new_food/big/92c9be80a8804ec48676d3f8c7ff0456.jpg,http://s2.boohee.cn/house/new_food/mid/92c9be80a8804ec48676d3f8c7ff0456.jpg,84,1.20,0.60,18.40,0.00,,,,,,,,,,,,,,,,,,,
shendananchundan,用户上传,神丹  神丹鹌鹑蛋,蛋类、肉类及制品,http://s2.boohee.cn/food/star/shendananchundan-2f2137d1837ca196ddc5eb1fb74f5515.png,http://s2.boohee.cn/house/upload_food/2011/10/28/950205_1319817083.jpg,http://s2.boohee.cn/house/upload_food/2011/10/28/950205_1319817083mid.jpg,158,1.60,11.20,12.60,0.00,,,,,,,,,,,,,,,,,,,
liyu,薄荷,鲤鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/liyu-dee0346daaf6c2f32cd73fe0f5f8d1d1.png,http://s2.boohee.cn/house/upload_food/2020/9/8/b_big_photo_url_292f0d975511f52b30d8a3657f6ad83e.jpg,http://s2.boohee.cn/house/upload_food/2020/9/8/m_big_photo_url_292f0d975511f52b30d8a3657f6ad83e.jpg,109,0.50,4.10,17.60,0.00,,,,,,,,,,,,,,,,,,,
ge2,薄荷,鸽子,蛋类、肉类及制品,http://s2.boohee.cn/food/star/ge2-a2f9731879b6b25127f88e6335b29ddc.png,http://s2.boohee.cn/house/upload_food/2020/9/18/b_big_photo_url_2d6bc942c117385d09bb0a8e24208c60.jpg,http://s2.boohee.cn/house/upload_food/2020/9/18/m_big_photo_url_2d6bc942c117385d09bb0a8e24208c60.jpg,201,1.70,14.20,16.50,一,53.00,一,0.99,一,0.06,0.20,6.90,99.00,27.00,30.00,3.80,0.82,0.24,0.05,334.00,136.00,63.60,11.08,
dingxiangyu_xianglawei,薄荷,丁香鱼(香辣味),蛋类、肉类及制品,http://s2.boohee.cn/food/star/dingxiangyu_xianglawei-69ac2a2b6d9c012f533f7e467696e4fb.png,http://s2.boohee.cn/house/upload_food/2020/6/4/big_photo_url_3d8ce10f8b77d8e0e1198de939b94d4d.jpg,http://s2.boohee.cn/house/upload_food/2020/6/4/mid_photo_url_af39ecffb9fdd4ba460a1fe160e3b2cb.jpg,403,18.30,28.20,19.00,0.00,,,,,,,,,,,,,,,,,,,
waguanjitang_tang,薄荷,瓦罐鸡汤(无料),蛋类、肉类及制品,http://s2.boohee.cn/food/star/waguanjitang_tang-ce66939f89ff053d396aad407c5bb72c.png,http://s2.boohee.cn/house/new_food/big/01abdf46e33f4bad890a9665dbc8a331.jpg,http://s2.boohee.cn/house/new_food/mid/01abdf46e33f4bad890a9665dbc8a331.jpg,27,0.00,2.40,1.30,0.00,,,,,,,,,,,,,,,,,,,"1碗(小)瓦罐鸡汤(无料)(200.0克)54大卡,标准(100克)27大卡"
xierou,薄荷,蟹肉,蛋类、肉类及制品,http://s2.boohee.cn/food/star/xierou-571d1f36b5095ddd11d61dbc89f02b37.png,http://s2.boohee.cn/house/new_food/big/0a9b3722a53042b99916551d872b107f.jpg,http://s2.boohee.cn/house/new_food/mid/0a9b3722a53042b99916551d872b107f.jpg,62,1.10,1.20,11.60,0.00,,,,,,,,,,,,,,,,,,,
haican,薄荷,海参,蛋类、肉类及制品,http://s2.boohee.cn/food/star/haican-d1d8ddb55da74a78b6532d17ead4b486.png,http://s2.boohee.cn/house/upload_food/2020/6/5/big_photo_url_7354426e94f30d5f7b96faff3dc5beab.jpg,http://s2.boohee.cn/house/upload_food/2020/6/5/mid_photo_url_e5e97bc4da3cacc8ee00621745de6697.jpg,78,2.50,0.20,16.50,0.00,,,,,,,,,,,,,,,,,,,"1个海参(10.0克)8大卡,标准(100克)78大卡"
JohnWestjingjiagongxierouguant,用户上传,JOHN WEST JohnWest精加工蟹肉罐头,蛋类、肉类及制品,http://s2.boohee.cn/food/star/JohnWestjingjiagongxierouguant-b33b9bbfe54c737fc8414824139a2417.png,http://s2.boohee.cn/house/upload_food/2012/3/8/1309402_1331189279.jpg,http://s2.boohee.cn/house/upload_food/2012/3/8/1309402_1331189279mid.jpg,142,3.80,7.00,16.00,0.00,,,,,,,,,,,,,,,,,,,
rouji_fei,薄荷,鸡(肉鸡，肥),蛋类、肉类及制品,http://s2.boohee.cn/food/star/rouji_fei-95951d809a11e16d08bf2aa76034a86e.png,http://s2.boohee.cn/house/new_food/big/51779f4cc86a4ef18a67ff38c710ca04.jpg,http://s2.boohee.cn/house/new_food/mid/51779f4cc86a4ef18a67ff38c710ca04.jpg,389,0.90,35.40,16.70,一,226.00,一,一,一,0.07,0.07,13.10,106.00,7.00,37.00,1.70,1.10,0.08,0.01,123.00,102.00,47.80,5.40,
OscarhiMayerhimixunhuojixiongf,用户上传,Oscar Mayer 蜜熏火鸡胸脯肉,蛋类、肉类及制品,http://s2.boohee.cn/food/star/OscarhiMayerhimixunhuojixiongf-930285b939ff39fb7e6326368698810d.png,http://s2.boohee.cn/house/upload_food/2012/2/10/742285_1328861500.png,http://s2.boohee.cn/house/upload_food/2012/2/10/742285_1328861500mid.png,98,3.92,1.96,17.65,0.00,,,,,,,,,,,,,,,,,,,
zhuxiaopai,薄荷,猪小排,蛋类、肉类及制品,http://s2.boohee.cn/food/star/zhuxiaopai-0a9b7089ff986feea488a5a6c69cc6b9.png,http://s2.boohee.cn/house/new_food/big/b565158bc1914fa6a34c0f59b04981d4.jpg,http://s2.boohee.cn/house/new_food/mid/b565158bc1914fa6a34c0f59b04981d4.jpg,295,0.00,25.30,16.80,0.00,,,,,,,,,,,,,,,,,,,"1块猪小排(50.0克，可食部分36.0克)106大卡,标准(100克)295大卡"
taiyu,薄荷,鲐鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/taiyu-2a1d6486f7d27224daf81babd8ff2463.png,http://s2.boohee.cn/house/upload_food/2020/12/15/big_photo_url_10ef3cedba265c76ab18f7e37fe30717.jpg,http://s2.boohee.cn/house/upload_food/2020/12/15/mid_photo_url_f6a288e232dffe77d7120185f51776f3.jpg,155,2.20,7.40,19.90,0.00,,,,,,,,,,,,,,,,,,,
guoshurongshe,薄荷,过树榕蛇,蛋类、肉类及制品,http://s2.boohee.cn/food/star/guoshurongshe-0b764b6c9e883257212f3c7cbaa8e509.png,http://s2.boohee.cn/house/upload_food/2020/11/30/big_photo_url_34670a8388154136de30e43ee7972f34.jpg,http://s2.boohee.cn/house/upload_food/2020/11/30/mid_photo_url_a82be5a6c35fff5ae06d19618cf712ea.jpg,75,4.50,0.20,13.70,一,一,一,0.35,一,0.01,0.10,7.20,57.00,17.00,16.00,0.90,0.71,0.13,一,284.00,100.00,90.60,6.67,
ertongnaifen_shitijian_meizanchen,用户上传,真鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/ertongnaifen_shitijian_meizanchen-a155965625a2109558e416476b980922.png,http://s2.boohee.cn/house/upload_food/2017/1/17/big_photo_url_f1c02e90654543068b1da57d5e0d37ab.jpg,http://s2.boohee.cn/house/upload_food/2017/1/17/mid_photo_url_ae6e0a64dc8d4c3696666e4c443f033f.jpg,116,0.00,4.00,20.00,一,,,,,,,,,,,,,,,,,,,
qingyu_kao_150sheshidu_10fen,薄荷,鲭鱼(烤，150摄氏度，10分),蛋类、肉类及制品,http://s2.boohee.cn/food/star/qingyu_kao_150sheshidu_10fen-4c8057576a470392b665db16de4be2ac.png,http://s2.boohee.cn/house/new_food/big/4056e48f94664444b9b8ff64fc6c1447.jpg,http://s2.boohee.cn/house/new_food/mid/4056e48f94664444b9b8ff64fc6c1447.jpg,412,0.00,37.80,16.50,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
moyu_gan,薄荷,墨鱼(干),蛋类、肉类及制品,http://s2.boohee.cn/food/star/moyu_gan-59a578b33cb631cd91bd8cd17afdee14.png,http://s2.boohee.cn/house/upload_food/2020/6/5/big_photo_url_905d3f579deafdd25eb06af3d3651207.jpg,http://s2.boohee.cn/house/upload_food/2020/6/5/mid_photo_url_179b08469ba6e2da9db64410fbe74ca9.jpg,287,2.10,1.90,65.30,一,一,一,6.73,一,0.02,0.05,3.60,316.00,359.00,82.00,23.90,10.02,4.20,0.20,1261.00,413.00,1744.00,104.40,
tianjitui,薄荷,田鸡腿,蛋类、肉类及制品,http://s2.boohee.cn/food/star/tianjitui-0a32448c9c721b19dd9d13d9d9d38c9b.png,http://s2.boohee.cn/house/new_food/big/74205fd75d8e4f71ba16e4aa38b03861.jpg,http://s2.boohee.cn/house/new_food/mid/74205fd75d8e4f71ba16e4aa38b03861.jpg,79,4.70,1.40,11.80,一,一,一,0.58,一,0.01,0.05,6.60,84.00,13.00,121.00,1.70,1.40,一,0.01,92.00,7.00,215.20,7.00,
jizhua,薄荷,鸡爪,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jizhua-e735fe4b498fa33fc7e0bdf7d5c4ae87.png,http://s2.boohee.cn/house/new_food/big/ea291f70134245b08250991289a69eff.jpg,http://s2.boohee.cn/house/new_food/mid/ea291f70134245b08250991289a69eff.jpg,254,2.70,16.40,23.90,0.00,,,,,,,,,,,,,,,,,,,"1只鸡爪(50.0克，可食部分30.0克)76大卡,标准(100克)254大卡"
fengweiyu_shu,薄荷,凤尾鱼(熟),蛋类、肉类及制品,http://s2.boohee.cn/food/star/fengweiyu_shu-c2489b474d9eba79e53c36a423e8740b.png,http://s2.boohee.cn/house/new_food/big/ed03bad8dcce4e548d4ccb8fe5590b60.jpg,http://s2.boohee.cn/house/new_food/mid/ed03bad8dcce4e548d4ccb8fe5590b60.jpg,520,9.70,43.00,23.50,0.00,,,,,,,,,,,,,,,,,,,
xiangchang,薄荷,香肠,蛋类、肉类及制品,http://s2.boohee.cn/food/star/xiangchang-a3e476563d1a548d51c6e1da3e553e27.png,http://s2.boohee.cn/house/upload_food/2020/5/27/big_photo_url_a8f43280f8e566ec84e015526301993c.jpg,http://s2.boohee.cn/house/upload_food/2020/5/27/mid_photo_url_2662d37113369a4710f2c85e2ca2d14e.jpg,508,11.20,40.70,24.10,0.00,,,,,,,,,,,,,,,,,,,"1根香肠(75.0克)381大卡,标准(100克)508大卡"
manyu_hongshao,薄荷,鳗鱼(红烧),蛋类、肉类及制品,http://s2.boohee.cn/food/star/manyu_hongshao-6b1c5e3b7c9a582245e2eb0e1660ea80.png,http://s2.boohee.cn/house/upload_food/2020/9/24/b_big_photo_url_3a0d9550bcc7aba1502faf5097974e89.jpg,http://s2.boohee.cn/house/upload_food/2020/9/24/m_big_photo_url_3a0d9550bcc7aba1502faf5097974e89.jpg,211,9.50,9.80,21.30,0.00,,,,,,,,,,,,,,,,,,,"1块鳗鱼(红烧)(30.0克)63大卡,标准(100克)211大卡"
huangguyu_yu,薄荷,黄姑鱼(鱼),蛋类、肉类及制品,http://s2.boohee.cn/food/star/huangguyu_yu-36217c2795a4478887a10b744856e737.png,http://s2.boohee.cn/house/new_food/big/e353b10e15c54738834709cdee5c38ee.jpg,http://s2.boohee.cn/house/new_food/mid/e353b10e15c54738834709cdee5c38ee.jpg,137,0.00,7.00,18.40,一,一,一,1.09,一,0.04,0.09,3.60,166.00,29.00,94.00,0.90,0.61,0.06,0.04,282.00,196.00,101.90,63.60,
jitui,薄荷,鸡腿,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jitui-ff60a971679030991b950d13d2ee8b43.png,http://s2.boohee.cn/house/new_food/big/d5de7ee90fbf480fbc9a5dcb71bd1acc.jpg,http://s2.boohee.cn/house/new_food/mid/d5de7ee90fbf480fbc9a5dcb71bd1acc.jpg,146,0.00,7.20,20.20,0.00,,,,,,,,,,,,,,,,,,,"1只鸡腿(120.0克，可食部分83.0克)121大卡,标准(100克)146大卡"
manli,薄荷,鳗鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/manli-6dae68f07cd6daee2c82942bb4a6eddd.png,http://s2.boohee.cn/house/upload_food/2020/9/3/b_big_photo_url_0ed72d46b0adae0f4af136ac4ac6b7ca.jpg,http://s2.boohee.cn/house/upload_food/2020/9/3/m_big_photo_url_0ed72d46b0adae0f4af136ac4ac6b7ca.jpg,181,2.30,10.80,18.60,0.00,,,,,,,,,,,,,,,,,,,
dongfangduixia,薄荷,东方对虾,蛋类、肉类及制品,http://s2.boohee.cn/food/star/dongfangduixia-69c3e335265132694f23180b3a74b594.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_3007b75f851d41b8da260f856b4c3114.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_1fb40a49e4bc3f0678cf27248c0b0565.jpg,84,1.60,0.50,18.30,0.00,,,,,,,,,,,,,,,,,,,
dongxiaren,用户上传,京辉 冻虾仁,蛋类、肉类及制品,http://s2.boohee.cn/food/star/dongxiaren-3c5720f77d1c7d2b6ae0c018fc9b08e8.png,http://s2.boohee.cn/house/upload_food/2011/3/20/331566_1300596830.jpg,http://s2.boohee.cn/house/upload_food/2011/3/20/331566_1300596830mid.jpg,92,1.00,1.25,19.00,0.00,,,,,,,,,,,,,,,,,,,
yuanyangshuijinjinqiangyu,用户上传,远洋 水浸金枪鱼,蛋类、肉类及制品,http://s2.boohee.cn/food/star/yuanyangshuijinjinqiangyu-c94ee24f304d4fc38cd199471186063b.png,http://s2.boohee.cn/house/upload_food/2008/12/1/164814_1228125297.jpg,http://s2.boohee.cn/house/upload_food/2008/12/1/164814_1228125297mid.jpg,71,0.90,1.90,11.50,一,,,,,,,,,,,,,,,,,,,
jianyu_zha,薄荷,箭鱼(炸),蛋类、肉类及制品,http://s2.boohee.cn/food/star/jianyu_zha-b0843ca47b100fcdeafbad8aecfd9699.png,http://s2.boohee.cn/house/new_food/big/3aee8da2ccc049b89778025a845a4479.jpg,http://s2.boohee.cn/house/new_food/mid/3aee8da2ccc049b89778025a845a4479.jpg,271,10.70,16.10,20.80,0.00,,,,,,,,,,,,,,,,,,,
gulongdingxiangyuguantou,用户上传,古龙丁香鱼罐头,蛋类、肉类及制品,http://s2.boohee.cn/food/star/gulongdingxiangyuguantou-002596edc29428e1d15c557167671c78.png,http://s2.boohee.cn/house/upload_food/2010/4/20/124911_1271771072.jpg,http://s2.boohee.cn/house/upload_food/2010/4/20/124911_1271771072mid.jpg,400,19.00,29.00,15.00,一,,,,,,,,,,,,,,,,,,,
jiangniurou,薄荷,酱牛肉,蛋类、肉类及制品,http://s2.boohee.cn/food/star/jiangniurou-a2b3670ececf4dd021483255384a7e7b.png,http://s2.boohee.cn/house/upload_food/2020/9/11/b_big_photo_url_e9a08aa5d171150c37a18641b4008444.jpg,http://s2.boohee.cn/house/upload_food/2020/9/11/m_big_photo_url_e9a08aa5d171150c37a18641b4008444.jpg,246,3.20,11.90,31.40,0.00,,,,,,,,,,,,,,,,,,,"1片酱牛肉(15.0克)37大卡,标准(100克)246大卡"
zasegeli,薄荷,杂色蛤蜊,蛋类、肉类及制品,http://s2.boohee.cn/food/star/zasegeli-eeeb1b2f46e4d2bcd7ddba77fec2763a.png,http://s2.boohee.cn/house/upload_food/2020/6/4/big_photo_url_103e23f1d7975e32578f31e340bea509.jpg,http://s2.boohee.cn/house/upload_food/2020/6/4/mid_photo_url_31379839f76ac3f832b0764622139fe5.jpg,53,0.70,2.20,7.50,0.00,,,,,,,,,,,,,,,,,,,
e,薄荷,鹅,蛋类、肉类及制品,http://s2.boohee.cn/food/star/e-24ca49e2f624b6c794d942dfb850a381.png,http://s2.boohee.cn/house/upload_food/2020/6/12/big_photo_url_b244761ae6bc8e41f0eba04f02118152.jpg,http://s2.boohee.cn/house/upload_food/2020/6/12/mid_photo_url_3607fa578fbe25b177091846484ff005.jpg,251,0.00,19.90,17.90,0.00,,,,,,,,,,,,,,,,,,,
fd8e9109,用户上传,捡蛋去吧 茶叶鹧鸪蛋,蛋类、肉类及制品,http://s2.boohee.cn/food/star/fd8e9109-f246aeacc87fe6912e53d21a5a34b59d.png,http://s2.boohee.cn/house/upload_food/2015/8/7/big_photo_url_3a1976078c81fc910e716054ace53f98.png,http://s2.boohee.cn/house/upload_food/2015/8/7/mid_photo_url_3a1976078c81fc910e716054ace53f98.png,139,0.90,8.00,15.80,一,,,,,,,,,,,,,,,,,,,
haiguanpaishuxiandan,用户上传,海冠牌熟咸蛋,蛋类、肉类及制品,http://s2.boohee.cn/food/star/haiguanpaishuxiandan-2d2003f3ef73d6711dcc2cb026c8a37b.png,http://s2.boohee.cn/house/upload_food/2009/12/9/418091_1260319146.jpg,http://s2.boohee.cn/house/upload_food/2009/12/9/418091_1260319146mid.jpg,147,3.64,9.09,12.73,0.00,,,,,,,,,,,,,,,,,,,
yinhan,薄荷,银蚶,蛋类、肉类及制品,http://s2.boohee.cn/food/star/yinhan-0585db2620849e80fb1eed6d7ebc101c.png,http://s2.boohee.cn/house/new_food/big/ba6cc686fcc340e0b19d49325fbb985a.jpg,http://s2.boohee.cn/house/new_food/mid/ba6cc686fcc340e0b19d49325fbb985a.jpg,71,2.30,1.40,12.20,0.00,,,,,,,,,,,,,,,,,,,
fda82c33,用户上传,Easy Fun 鸡胸肉丝(原味),蛋类、肉类及制品,http://s2.boohee.cn/food/star/fda82c33-2ab21910fb62ca67faa0066807df01dc.png,http://s2.boohee.cn/house/upload_food/2019/9/10/big_photo_url_f21684fd8f2e39753f458679b0c26fe9.jpg,http://s2.boohee.cn/house/upload_food/2019/9/10/mid_photo_url_44556de23755545a0af94c97c15912e3.jpg,418,8.40,7.00,79.30,一,,,,,,,,,,,,,,,,,,,
yadan,薄荷,鸭蛋,蛋类、肉类及制品,http://s2.boohee.cn/food/star/yadan-761abfc96be4570edebc263e1259f008.png,http://s2.boohee.cn/house/new_food/big/982715ad6e084711baa902ed7998f5ac.jpg,http://s2.boohee.cn/house/new_food/mid/982715ad6e084711baa902ed7998f5ac.jpg,180,3.10,13.00,12.60,0.00,,,,,,,,,,,,,,,,,,,"1个鸭蛋(60.0克，可食部分52.0克)94大卡,标准(100克)180大卡"
xianbei,薄荷,鲜贝,蛋类、肉类及制品,http://s2.boohee.cn/food/star/xianbei-596633d62d75d1e0073113e878a87647.png,http://s2.boohee.cn/house/upload_food/2020/12/10/big_photo_url_42bc2ef14e86db85086facc975b4590f.jpg,http://s2.boohee.cn/house/upload_food/2020/12/10/mid_photo_url_be12f2db68202f4ce04675486cfc3d16.jpg,77,2.50,0.50,15.70,0.00,,,,,,,,,,,,,,,,,,,
lingyu_douchi_zhu,薄荷,鲮鱼(豆豉，煮),蛋类、肉类及制品,http://s2.boohee.cn/food/star/lingyu_douchi_zhu-d6479b974e03cea92ac85d4363cfc196.png,http://s2.boohee.cn/house/new_food/big/9800e9775fc9422090480816f522e2fd.jpg,http://s2.boohee.cn/house/new_food/mid/9800e9775fc9422090480816f522e2fd.jpg,472,17.90,33.10,25.50,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,一,
fd5d8dea,薄荷,虾,蛋类、肉类及制品,http://s2.boohee.cn/food/star/fd5d8dea-393a4c079c49e50350df5cf47e9f250e.png,http://s2.boohee.cn/house/upload_food/2020/5/15/big_photo_url_3007b75f851d41b8da260f856b4c3114.jpg,http://s2.boohee.cn/house/upload_food/2020/5/15/mid_photo_url_1fb40a49e4bc3f0678cf27248c0b0565.jpg,93,2.80,0.80,18.60,0.00,,,,,,,,,,,,,,,,,,,
OceanRisehiyanxunmuli,用户上传,OceanRise 烟熏牡蛎,蛋类、肉类及制品,http://s2.boohee.cn/food/star/OceanRisehiyanxunmuli-72d5bfab2ffc9d0b0ae1a97e61a9937e.png,http://s2.boohee.cn/house/upload_food/2010/9/13/491436_1284351791.jpg,http://s2.boohee.cn/house/upload_food/2010/9/13/491436_1284351791mid.jpg,210,6.00,12.90,17.50,0.00,,,,,,,,,,,,,,,,,,,
